id	simp	current_unit	target_unit	manifest_id	manifest_old	tag	match_mode
L7-1059	反弹	b79-m2-emphasis-reinforcement					unmapped
L7-1060	反省	b79-m2-emphasis-reinforcement	b7-social-virtues	L7-0798	b79-m2-agreement-concession		simp
L7-1061	返还	b79-m2-emphasis-reinforcement					unmapped
L7-1062	犯愁	b79-m2-emphasis-reinforcement					unmapped
L7-1063	饭碗	b79-m2-emphasis-reinforcement					unmapped
L7-1064	泛滥	b79-m2-emphasis-reinforcement					unmapped
L7-1065	范畴	b79-m2-emphasis-reinforcement	b7-academic-logic	L7-0802	b79-m2-agreement-concession		simp
L7-1066	贩卖	b79-m2-emphasis-reinforcement	b7-finance-business	L7-0803	b79-m2-agreement-concession		simp
L7-1067	方方面面	b79-m2-emphasis-reinforcement					unmapped
L7-1068	方向盘	b79-m2-emphasis-reinforcement					unmapped
L7-1069	方言	b79-m2-emphasis-reinforcement					unmapped
L7-1070	防盗	b79-m2-emphasis-reinforcement					unmapped
L7-1071	防盗门	b79-m2-emphasis-reinforcement					unmapped
L7-1072	防护	b79-m2-emphasis-reinforcement					unmapped
L7-1073	防火墙	b79-m2-emphasis-reinforcement	b7-tech-science	L7-0813	b79-m2-agreement-concession		simp
L7-1074	防卫	b79-m2-emphasis-reinforcement					unmapped
L7-1075	防汛	b79-m2-emphasis-reinforcement					unmapped
L7-1076	防疫	b79-m2-emphasis-reinforcement	b7-health-medical	L7-0815	b79-m2-agreement-concession		simp
L7-1077	防御	b79-m2-emphasis-reinforcement	b7-politics-military	L7-0816	b79-m2-agreement-concession		simp
L7-1078	妨碍	b79-m2-emphasis-reinforcement	b7-general-formal	L7-0819	b79-m2-agreement-concession		simp
L7-1079	妨害	b79-m2-emphasis-reinforcement					unmapped
L7-1080	房地产	b79-m2-emphasis-reinforcement					unmapped
L7-1081	仿	b79-m2-emphasis-reinforcement					unmapped
L7-1083	访谈	b79-m2-emphasis-reinforcement					unmapped
L7-1084	纺织	b79-m2-emphasis-reinforcement					unmapped
L7-1085	放过	b79-m2-emphasis-reinforcement					unmapped
L7-1086	放水	b79-m2-counterargument					unmapped
L7-1087	放肆	b79-m2-counterargument					unmapped
L7-1088	放映	b79-m2-counterargument					unmapped
L7-1089	放置	b79-m2-counterargument					unmapped
L7-1091	飞速	b79-m2-counterargument	b7-general-formal	L7-0827	b79-m2-agreement-concession		simp
L7-1092	飞往	b79-m2-counterargument					unmapped
L7-1093	飞翔	b79-m2-counterargument	b7-general-formal	L7-0828	b79-m2-agreement-concession		simp
L7-1094	飞跃	b79-m2-counterargument	b7-academic-logic	L7-0829	b79-m2-agreement-concession		simp
L7-1095	非	b79-m2-counterargument					unmapped
L7-1096	非得	b79-m2-counterargument					unmapped
L7-1097	非法	b79-m2-counterargument	b7-politics-legal	L7-0821	b79-m2-agreement-concession		simp
L7-1098	非凡	b79-m2-counterargument	b7-social-virtues	L7-0822	b79-m2-agreement-concession	polite	simp
L7-1099	绯闻	b79-m2-counterargument					unmapped
L7-1100	肥料	b79-m2-counterargument					unmapped
L7-1101	肥胖	b79-m2-counterargument	b7-health-medical	L7-0830	b79-m2-agreement-concession		simp
L7-1102	肥沃	b79-m2-counterargument	b7-nature-geography	L7-0831	b79-m2-agreement-concession		simp
L7-1103	肥皂	b79-m2-counterargument					unmapped
L7-1104	诽谤	b79-m2-counterargument	b7-politics-legal	L7-0832	b79-m2-agreement-concession		simp
L7-1105	废	b79-m2-counterargument					unmapped
L7-1106	废除	b79-m2-counterargument	b7-politics-legal	L7-0833	b79-m2-agreement-concession		simp
L7-1107	废话	b79-m2-counterargument	b7-social-nuance	L7-0834	b79-m2-agreement-concession		simp
L7-1108	废品	b79-m2-counterargument					unmapped
L7-1110	废物	b79-m2-counterargument					unmapped
L7-1111	废墟	b79-m2-counterargument	b7-politics-society	L7-0837	b79-m2-agreement-concession		simp
L7-1113	沸腾	b79-m2-counterargument	b7-tech-science	L7-0838	b79-m2-agreement-concession		simp
L7-1114	费劲	b79-m2-counterargument	b7-social-work	L7-0839	b79-m2-agreement-concession		simp
L7-1115	分辨	b79-m2-counterargument	b7-academic-logic	L7-0840	b79-m2-agreement-concession		simp
L7-1116	分寸	b79-m2-counterargument	b7-social-behavior	L7-0842	b79-m2-agreement-concession	polite	simp
L7-1117	分担	b79-m2-counterargument	b7-social-work	L7-0843	b79-m2-agreement-concession		simp
L7-1118	分割	b79-m2-counterargument					unmapped
L7-1119	分红	b79-m2-counterargument	b7-finance-business	L7-0845	b79-m2-agreement-concession		simp
L7-1120	分化	b79-m2-counterargument					unmapped
L7-1121	分泌	b79-m2-counterargument	b7-health-medical	L7-0850	b79-m2-agreement-concession		simp
L7-1122	分明	b79-m2-counterargument	b7-academic-logic	L7-0851	b79-m2-agreement-concession		simp
L7-1123	分歧	b79-m2-counterargument	b7-politics-society	L7-0853	b79-m2-agreement-concession		simp
L7-1124	分赃	b79-m2-counterargument					unmapped
L7-1125	分支	b79-m2-counterargument					unmapped
L7-1126	芬芳	b79-m2-counterargument					unmapped
L7-1127	吩咐	b79-m2-counterargument	b7-social-nuance	L7-0861	b79-m2-agreement-concession	polite	simp
L7-1128	氛围	b79-m2-counterargument					unmapped
L7-1129	坟	b79-m2-counterargument					unmapped
L7-1130	坟墓	b79-m2-counterargument	b7-culture-heritage	L7-0862	b79-m2-agreement-concession		simp
L7-1131	焚烧	b79-m2-counterargument					unmapped
L7-1132	粉	b79-m2-counterargument					unmapped
L7-1133	粉丝	b79-m2-counterargument					unmapped
L7-1134	粉碎	b79-m2-counterargument	b7-general-formal	L7-0864	b79-m2-agreement-concession		simp
L7-1135	分量	b79-m2-counterargument	b7-academic-logic	L7-0865	b79-m2-agreement-concession		simp
L7-1136	分外	b79-m2-counterargument	b7-general-formal	L7-0857	b79-m2-agreement-concession		simp
L7-1137	份额	b79-m2-counterargument					unmapped
L7-1138	奋力	b79-m2-counterargument					unmapped
L7-1139	奋勇	b79-m2-counterargument					unmapped
L7-1140	粪	b79-m2-counterargument					unmapped
L7-1141	粪便	b79-m2-counterargument					unmapped
L7-1143	丰厚	b79-m2-counterargument					unmapped
L7-1144	丰满	b79-m2-counterargument	b7-general-formal	L7-0867	b79-m2-agreement-concession		simp
L7-1145	丰盛	b79-m2-counterargument	b7-culture-food	L7-0868	b79-m2-agreement-concession		simp
L7-1146	丰硕	b79-m2-counterargument					unmapped
L7-1147	风波	b79-m2-counterargument					unmapped
L7-1148	风采	b79-m2-counterargument					unmapped
L7-1153	风浪	b79-m2-counterargument					unmapped
L7-1154	风力	b79-m2-counterargument					unmapped
L7-1155	风流	b79-m2-counterargument					unmapped
L7-1156	风貌	b79-m2-counterargument					unmapped
L7-1157	风气	b79-m2-counterargument	b7-social-culture	L7-0873	b79-m2-agreement-concession		simp
L7-1158	风情	b79-m2-counterargument					unmapped
L7-1159	风趣	b79-m2-counterargument	b7-social-behavior	L7-0874	b79-m2-agreement-concession		simp
L7-1160	风沙	b79-m2-counterargument					unmapped
L7-1161	风尚	b79-m2-counterargument					unmapped
L7-1162	风水	b79-m2-counterargument					unmapped
L7-1163	风味	b79-m2-counterargument	b7-culture-food	L7-0876	b79-m2-agreement-concession		simp
L7-1164	风雨	b79-m2-counterargument					unmapped
L7-1165	风云	b79-m2-counterargument					unmapped
L7-1166	风筝	b79-m2-counterargument					unmapped
L7-1167	封顶	b79-m2-counterargument					unmapped
L7-1168	封建	b79-m2-counterargument	b7-politics-society	L7-0878	b79-m2-agreement-concession		simp
L7-1169	封面	b79-m2-counterargument					unmapped
L7-1170	封锁	b79-m2-counterargument	b7-politics-military	L7-0879	b79-m2-agreement-concession		simp
L7-1171	疯子	b79-m2-counterargument					unmapped
L7-1173	蜂蜜	b79-m2-counterargument					unmapped
L7-1174	逢	b79-m2-counterargument	b7-general-formal	L7-0883	b79-m2-agreement-concession		simp
L7-1175	缝	b79-m2-counterargument					unmapped
L7-1176	缝合	b79-m2-counterargument					unmapped
L7-1177	讽刺	b79-m2-counterargument					unmapped
L7-1178	凤凰	b79-m2-counterargument					unmapped
L7-1179	缝	b79-m2-counterargument					unmapped
L7-1180	否决	b79-m2-counterargument	b7-politics-legal	L7-0886	b79-m2-agreement-concession		simp
L7-1181	孵化	b79-m2-counterargument					unmapped
L7-1182	敷	b79-m2-counterargument					unmapped
L7-1183	扶持	b79-m2-counterargument					unmapped
L7-1184	服饰	b79-m2-counterargument					unmapped
L7-1185	服务器	b79-m2-counterargument					unmapped
L7-1186	服用	b79-m2-counterargument					unmapped
L7-1187	俘获	b79-m2-counterargument					unmapped
L7-1188	俘虏	b79-m2-counterargument					unmapped
L7-1189	浮力	b79-m2-counterargument					unmapped
L7-1190	浮现	b79-m2-counterargument					unmapped
L7-1191	浮躁	b79-m2-counterargument					unmapped
L7-1192	辐射	b79-m2-counterargument	b7-tech-science	L7-0893	b79-m2-agreement-concession		simp
L7-1193	福气	b79-m2-counterargument					unmapped
L7-1194	抚摸	b79-m2-counterargument	b7-social-behavior	L7-0900	b79-m2-agreement-concession		simp
L7-1195	抚恤	b79-m2-counterargument					unmapped
L7-1197	抚养费	b79-m2-counterargument					unmapped
L7-1199	俯首	b79-m2-counterargument					unmapped
L7-1201	腐败	b79-m2-counterargument	b7-politics-society	L7-0896	b79-m2-agreement-concession		simp
L7-1202	腐化	b79-m2-counterargument	b7-politics-society	L7-0906	b79-m2-agreement-concession		simp
L7-1203	腐烂	b79-m2-counterargument	b7-tech-science	L7-0897	b79-m2-agreement-concession		simp
L7-1204	腐蚀	b79-m2-counterargument	b7-tech-science	L7-0898	b79-m2-agreement-concession		simp
L7-1206	付费	b79-m2-counterargument					unmapped
L7-1207	付款	b79-m2-counterargument					unmapped
L7-1208	负面	b79-m2-counterargument					unmapped
L7-1209	负有	b79-m2-counterargument					unmapped
L7-1210	附	b79-m2-counterargument					unmapped
L7-1211	附带	b79-m2-counterargument					unmapped
L7-1212	附和	b79-m2-counterargument					unmapped
L7-1213	附加	b79-m2-counterargument					unmapped
L7-1214	附属	b79-m2-counterargument	b7-finance-business	L7-0905	b79-m2-agreement-concession		simp
L7-1215	赴	b79-m2-counterargument					unmapped
L7-1216	复查	b79-m2-counterargument					unmapped
L7-1217	复发	b79-m2-counterargument					unmapped
L7-1219	复活	b79-m2-counterargument	b7-culture-heritage	L7-0909	b79-m2-agreement-concession		simp
L7-1220	复兴	b79-m2-counterargument	b7-politics-society	L7-0910	b79-m2-agreement-concession		simp
L7-1222	副作用	b79-m2-counterargument					unmapped
L7-1224	富含	b79-m2-counterargument					unmapped
L7-1225	富豪	b79-m2-counterargument					unmapped
L7-1226	富强	b79-m2-counterargument	b7-politics-society	L7-0915	b79-m2-agreement-concession		simp
L7-1227	富翁	b79-m2-counterargument					unmapped
L7-1228	富裕	b79-m2-counterargument	b7-finance-business	L7-0917	b79-m2-agreement-concession		simp
L7-1229	富足	b79-m2-counterargument					unmapped
L7-1230	腹部	b79-m2-counterargument	b7-health-medical	L7-0918	b79-m2-agreement-concession		simp
L7-1231	腹泻	b79-m2-counterargument					unmapped
L7-1232	覆盖	b79-m2-counterargument	b7-academic-logic	L7-0919	b79-m2-agreement-concession		simp
L7-1233	该	b79-m2-counterargument					unmapped
L7-1234	改版	b79-m2-counterargument	b7-culture-media	L7-0920	b79-m2-agreement-concession		simp
L7-1235	改编	b79-m2-counterargument					unmapped
L7-1236	改动	b79-m2-counterargument					unmapped
L7-1238	改良	b79-m2-counterargument	b7-tech-science	L7-0923	b79-m2-agreement-concession		simp
L7-1239	改名	b79-m2-counterargument					unmapped
L7-1240	改日	b79-m2-counterargument					unmapped
L7-1241	改为	b79-m2-counterargument					unmapped
L7-1243	钙	b79-m2-counterargument	b7-health-medical	L7-0926	b79-m2-agreement-concession		simp
L7-1244	盖子	b79-m2-counterargument					unmapped
L7-1245	概况	b79-m2-counterargument					unmapped
L7-1246	概率	b79-m2-counterargument	b7-academic-logic	L7-0929	b79-m2-agreement-concession		simp
L7-1248	干戈	b79-m2-counterargument					unmapped
L7-1249	干旱	b79-m2-counterargument	b7-nature-geography	L7-0935	b79-m2-agreement-concession		simp
L7-1250	干燥	b79-m2-counterargument					unmapped
L7-1251	甘心	b79-m2-counterargument	b7-social-emotions	L7-0936	b79-m2-agreement-concession		simp
L7-1252	肝脏	b79-m2-counterargument					unmapped
L7-1253	尴尬	b79-m2-counterargument	b7-social-nuance	L7-0937	b79-m2-agreement-concession		simp
L7-1254	赶赴	b79-m2-counterargument					unmapped
L7-1255	赶往	b79-m2-counterargument					unmapped
L7-1256	敢情	b79-m2-counterargument					unmapped
L7-1257	感	b79-m2-counterargument					unmapped
L7-1258	感触	b79-m2-counterargument					unmapped
L7-1259	感恩	b79-m2-counterargument					unmapped
L7-1260	感激	b79-m2-counterargument					unmapped
L7-1261	感慨	b79-m2-counterargument	b7-social-emotions	L7-0941	b79-m2-agreement-concession		simp
L7-1262	感染	b79-m2-counterargument	b7-health-medical	L7-0942	b79-m2-agreement-concession		simp
L7-1263	感染力	b79-m2-counterargument					unmapped
L7-1264	感叹	b79-m2-counterargument	b7-academic-work	L7-0943	b79-m2-agreement-concession		simp
L7-1266	干部	b79-m2-counterargument					unmapped
L7-1267	干事	b79-m2-counterargument					unmapped
L7-1268	刚毅	b79-m2-counterargument					unmapped
L7-1271	钢	b79-m2-counterargument					unmapped
L7-1272	缸	b79-m2-counterargument					unmapped
L7-1273	港	b79-m2-counterargument					unmapped
L7-1274	杠铃	b79-m2-counterargument					unmapped
L7-1275	高昂	b79-m2-counterargument					unmapped
L7-1276	高傲	b79-m2-counterargument					unmapped
L7-1277	高超	b79-m2-counterargument	b7-social-virtues	L7-0953	b79-m2	polite	simp
L7-1278	高低	b79-m2-counterargument					unmapped
L7-1279	高调	b79-m2-counterargument					unmapped
L7-1280	高额	b79-m2-counterargument					unmapped
L7-1282	高峰期	b79-m2-counterargument					unmapped
L7-1283	高贵	b79-m2-counterargument					unmapped
L7-1284	高空	b79-m2-counterargument					unmapped
L7-1285	高龄	b79-m2-counterargument					unmapped
L7-1286	高明	b79-m2-counterargument	b7-social-virtues	L7-0958	b79-m2	polite	simp
L7-1287	高山	b79-m2-counterargument					unmapped
L7-1288	高效	b79-m2-counterargument					unmapped
L7-1290	高血压	b79-m2-counterargument					unmapped
L7-1291	高压	b79-m2-counterargument	b7-tech-science	L7-0962	b79-m2		simp
L7-1292	高雅	b79-m2-counterargument					unmapped
L7-1293	高涨	b79-m2-counterargument					unmapped
L7-1294	搞鬼	b79-m2-counterargument					unmapped
L7-1295	搞笑	b79-m2-counterargument					unmapped
L7-1296	告	b79-m2-counterargument					unmapped
L7-1297	告辞	b79-m2-counterargument	b7-social-nuance	L7-0965	b79-m2	polite	simp
L7-1298	告诫	b79-m2-counterargument	b7-social-nuance	L7-0966	b79-m2		simp
L7-1299	告示	b79-m2-counterargument	b7-culture-media	L7-0967	b79-m2		simp
L7-1300	告知	b79-m2-counterargument					unmapped
L7-1302	戈壁	b79-m2-counterargument	b7-nature-geography	L7-0968	b79-m2		simp
L7-1303	胳膊	b79-m3-politics-policy					unmapped
L7-1305	搁	b79-m3-politics-policy					unmapped
L7-1306	搁浅	b79-m3-politics-policy					unmapped
L7-1307	搁置	b79-m3-politics-policy					unmapped
L7-1308	割	b79-m3-politics-policy					unmapped
L7-1309	歌剧	b79-m3-politics-policy					unmapped
L7-1310	歌颂	b79-m3-politics-policy					unmapped
L7-1311	歌舞	b79-m3-politics-policy					unmapped
L7-1312	歌咏	b79-m3-politics-policy					unmapped
L7-1316	格局	b79-m3-politics-policy					unmapped
L7-1317	格式	b79-m3-politics-policy					unmapped
L7-1318	隔阂	b79-m3-politics-policy					unmapped
L7-1319	隔离	b79-m3-politics-policy					unmapped
L7-1320	个案	b79-m3-politics-policy					unmapped
L7-1321	个头儿	b79-m3-politics-policy					unmapped
L7-1322	各奔前程	b79-m3-politics-policy					unmapped
L7-1324	根基	b79-m3-politics-policy					unmapped
L7-1326	根源	b79-m3-politics-policy	b7-academic-logic	L7-0975	b79-m2		simp
L7-1327	根治	b79-m3-politics-policy					unmapped
L7-1328	跟不上	b79-m3-politics-policy					unmapped
L7-1329	跟上	b79-m3-politics-policy					unmapped
L7-1330	跟踪	b79-m3-politics-policy					unmapped
L7-1331	更改	b79-m3-politics-policy	b7-general-formal	L7-0978	b79-m2		simp
L7-1332	更衣室	b79-m3-politics-policy					unmapped
L7-1333	耕地	b79-m3-politics-policy					unmapped
L7-1335	工地	b79-m3-politics-policy					unmapped
L7-1336	工会	b79-m3-politics-policy					unmapped
L7-1337	工科	b79-m3-politics-policy					unmapped
L7-1342	弓	b79-m3-politics-policy					unmapped
L7-1343	公安局	b79-m3-politics-policy					unmapped
L7-1344	公车	b79-m3-politics-policy					unmapped
L7-1345	公道	b79-m3-politics-policy	b7-social-virtues	L7-0982	b79-m2		simp
L7-1346	公费	b79-m3-politics-policy					unmapped
L7-1348	公关	b79-m3-politics-policy	b7-finance-business	L7-0984	b79-m2		simp
L7-1349	公函	b79-m3-politics-policy					unmapped
L7-1350	公积金	b79-m3-politics-policy					unmapped
L7-1351	公开信	b79-m3-politics-policy					unmapped
L7-1352	公款	b79-m3-politics-policy	b7-politics-finance	L7-0986	b79-m2		simp
L7-1353	公立	b79-m3-politics-policy					unmapped
L7-1354	公墓	b79-m3-politics-policy					unmapped
L7-1355	公仆	b79-m3-politics-policy					unmapped
L7-1356	公顷	b79-m3-politics-policy					unmapped
L7-1357	公然	b79-m3-politics-policy					unmapped
L7-1358	公示	b79-m3-politics-policy					unmapped
L7-1359	公事	b79-m3-politics-policy					unmapped
L7-1360	公务	b79-m3-politics-policy	b7-politics-society	L7-0991	b79-m2		simp
L7-1361	公益	b79-m3-politics-policy	b7-social-culture	L7-0993	b79-m2		simp
L7-1363	公用	b79-m3-politics-policy	b7-general-formal	L7-0994	b79-m2		simp
L7-1364	公寓	b79-m3-politics-policy					unmapped
L7-1365	公约	b79-m3-politics-policy	b7-politics-diplomacy	L7-0996	b79-m2		simp
L7-1366	公证	b79-m3-politics-policy	b7-politics-legal	L7-0997	b79-m2		simp
L7-1367	公职	b79-m3-politics-policy					unmapped
L7-1368	功	b79-m3-politics-policy					unmapped
L7-1369	功臣	b79-m3-politics-policy					unmapped
L7-1370	功底	b79-m3-politics-policy					unmapped
L7-1371	功劳	b79-m3-politics-policy	b7-social-work	L7-1000	b79-m2	polite	simp
L7-1372	功力	b79-m3-politics-policy					unmapped
L7-1373	功率	b79-m3-politics-policy	b7-tech-science	L7-0999	b79-m2		simp
L7-1374	功效	b79-m3-politics-policy	b7-health-medical	L7-1002	b79-m2		simp
L7-1375	攻	b79-m3-politics-policy					unmapped
L7-1376	攻读	b79-m3-politics-policy					unmapped
L7-1377	攻关	b79-m3-politics-policy					unmapped
L7-1378	供	b79-m3-politics-policy					unmapped
L7-1380	供暖	b79-m3-politics-policy					unmapped
L7-1381	供求	b79-m3-politics-policy	b7-finance-business	L7-1006	b79-m2		simp
L7-1382	宫殿	b79-m3-politics-policy	b7-culture-heritage	L7-1008	b79-m2		simp
L7-1383	宫廷	b79-m3-politics-policy					unmapped
L7-1385	恭喜	b79-m3-politics-policy	b7-social-nuance	L7-1010	b79-m2	polite	simp
L7-1386	拱	b79-m3-politics-policy					unmapped
L7-1387	共鸣	b79-m3-politics-policy	b7-social-emotions	L7-1014	b79-m2		simp
L7-1388	共识	b79-m3-politics-policy					unmapped
L7-1389	共同体	b79-m3-politics-policy					unmapped
L7-1390	共性	b79-m3-politics-policy					unmapped
L7-1391	供奉	b79-m3-politics-policy					unmapped
L7-1392	勾	b79-m3-politics-policy					unmapped
L7-1393	勾画	b79-m3-politics-policy					unmapped
L7-1394	勾结	b79-m3-politics-policy	b7-politics-society	L7-1017	b79-m2		simp
L7-1395	钩	b79-m3-politics-policy					unmapped
L7-1396	钩子	b79-m3-politics-policy	b7-general-formal	L7-1018	b79-m2		simp
L7-1399	购	b79-m3-politics-policy					unmapped
L7-1400	够呛	b79-m3-politics-policy					unmapped
L7-1401	估算	b79-m3-politics-policy					unmapped
L7-1403	孤单	b79-m3-politics-policy					unmapped
L7-1407	辜负	b79-m3-politics-policy	b7-social-emotions	L7-1030	b79-m2		simp
L7-1408	古董	b79-m3-politics-policy					unmapped
L7-1409	古怪	b79-m3-politics-policy	b7-social-behavior	L7-1034	b79-m2		simp
L7-1410	古迹	b79-m3-politics-policy					unmapped
L7-1412	古朴	b79-m3-politics-policy					unmapped
L7-1413	古人	b79-m3-politics-policy					unmapped
L7-1414	股份	b79-m3-politics-policy	b7-finance-business	L7-1041	b79-m2		simp
L7-1415	股民	b79-m3-politics-policy					unmapped
L7-1416	股市	b79-m3-politics-policy	b7-finance-business	L7-1042	b79-m2		simp
L7-1417	骨干	b79-m3-politics-policy	b7-social-work	L7-1043	b79-m2		simp
L7-1420	鼓动	b79-m3-politics-policy	b7-politics-society	L7-1038	b79-m2		simp
L7-1421	鼓舞	b79-m3-politics-policy	b7-social-emotions	L7-1039	b79-m2		simp
L7-1425	顾不得	b79-m3-politics-policy					unmapped
L7-1426	顾不上	b79-m3-politics-policy					unmapped
L7-1427	顾及	b79-m3-politics-policy	b7-social-nuance	L7-1055	b79-m2	polite	simp
L7-1428	顾虑	b79-m3-politics-policy					unmapped
L7-1430	雇	b79-m3-politics-policy					unmapped
L7-1431	雇佣	b79-m3-politics-policy	b7-finance-business	L7-1057	b79-m2		simp
L7-1432	雇员	b79-m3-politics-policy					unmapped
L7-1433	雇主	b79-m3-politics-policy					unmapped
L7-1434	瓜分	b79-m3-politics-policy	b7-politics-society	L7-1058	b79-m2		simp
L7-1435	瓜子	b79-m3-politics-policy					unmapped
L7-1436	刮风	b79-m3-politics-policy					unmapped
L7-1438	挂钩	b79-m3-politics-policy	b7-finance-business	L7-1059	b79-m2		simp
L7-1439	挂号	b79-m3-politics-policy					unmapped
L7-1440	挂念	b79-m3-politics-policy					unmapped
L7-1441	挂失	b79-m3-politics-policy					unmapped
L7-1442	乖	b79-m3-politics-policy	b7-social-behavior	L7-1060	b79-m2		simp
L7-1443	乖巧	b79-m3-politics-policy					unmapped
L7-1444	拐弯	b79-m3-politics-policy					unmapped
L7-1445	拐杖	b79-m3-politics-policy	b7-health-medical	L7-1061	b79-m2		simp
L7-1446	怪不得	b79-m3-politics-policy	b7-academic-logic	L7-1062	b79-m2		simp
L7-1447	怪物	b79-m3-politics-policy					unmapped
L7-1448	怪异	b79-m3-politics-policy					unmapped
L7-1449	关掉	b79-m3-politics-policy					unmapped
L7-1450	关节	b79-m3-politics-policy					unmapped
L7-1451	关税	b79-m3-politics-policy	b7-politics-finance	L7-1068	b79-m2		simp
L7-1452	关头	b79-m3-politics-policy					unmapped
L7-1454	观测	b79-m3-politics-policy	b7-tech-science	L7-1074	b79-m2		simp
L7-1455	观感	b79-m3-politics-policy					unmapped
L7-1457	观赏	b79-m3-politics-policy					unmapped
L7-1459	官兵	b79-m3-politics-policy	b7-politics-military	L7-1076	b79-m2		simp
L7-1460	官吏	b79-m3-politics-policy					unmapped
L7-1461	官僚	b79-m3-politics-policy	b7-politics-society	L7-1078	b79-m2		simp
L7-1463	官员	b79-m3-politics-policy	b7-politics-society	L7-1079	b79-m2		simp
L7-1465	管家	b79-m3-politics-policy					unmapped
L7-1466	管教	b79-m3-politics-policy					unmapped
L7-1467	管理费	b79-m3-politics-policy					unmapped
L7-1468	管辖	b79-m3-politics-policy	b7-politics-legal	L7-1080	b79-m2		simp
L7-1469	管用	b79-m3-politics-policy					unmapped
L7-1472	贯穿	b79-m3-politics-policy					unmapped
L7-1474	惯	b79-m3-politics-policy					unmapped
L7-1475	惯例	b79-m3-politics-policy	b7-academic-logic	L7-1081	b79-m2		simp
L7-1477	灌	b79-m3-politics-policy					unmapped
L7-1478	灌溉	b79-m3-politics-policy	b7-tech-infrastructure	L7-1082	b79-m2		simp
L7-1480	罐	b79-m3-politics-policy					unmapped
L7-1481	罐头	b79-m3-politics-policy	b7-general-formal	L7-1083	b79-m2		simp
L7-1484	光顾	b79-m3-politics-policy					unmapped
L7-1485	光滑	b79-m3-politics-policy					unmapped
L7-1486	光环	b79-m3-politics-policy					unmapped
L7-1487	光缆	b79-m3-politics-policy					unmapped
L7-1488	光芒	b79-m3-politics-policy	b7-nature-geography	L7-1086	b79-m2		simp
L7-1490	光泽	b79-m3-politics-policy	b7-general-formal	L7-1089	b79-m2		simp
L7-1491	广义	b79-m3-politics-policy					unmapped
L7-1493	归还	b79-m3-politics-policy	b7-social-nuance	L7-1101	b79-m2	polite	simp
L7-1494	归结	b79-m3-politics-policy	b7-academic-logic	L7-1102	b79-m2		simp
L7-1495	归来	b79-m3-politics-policy					unmapped
L7-1496	归纳	b79-m3-politics-policy	b7-academic-logic	L7-1104	b79-m2		simp
L7-1497	归属	b79-m3-politics-policy					unmapped
L7-1499	龟	b79-m3-politics-policy					unmapped
L7-1500	规格	b79-m3-politics-policy	b7-tech-science	L7-1095	b79-m2		simp
L7-1503	瑰宝	b79-m3-politics-policy					unmapped
L7-1506	贵宾	b79-m3-politics-policy	b7-social-nuance	L7-1109	b79-m2	polite	simp
L7-1507	贵重	b79-m3-politics-policy					unmapped
L7-1509	桂花	b79-m3-politics-policy					unmapped
L7-1510	滚动	b79-m3-politics-policy					unmapped
L7-1511	棍	b79-m3-politics-policy					unmapped
L7-1512	棍子	b79-m3-politics-policy	b7-general-formal	L7-1113	b79-m2		simp
L7-1513	国宝	b79-m3-politics-policy					unmapped
L7-1514	国防	b79-m3-politics-policy	b7-politics-military	L7-1116	b79-m2		simp
L7-1515	国画	b79-m3-politics-policy					unmapped
L7-1516	国徽	b79-m3-politics-policy	b7-politics-society	L7-1117	b79-m2		simp
L7-1517	国情	b79-m3-politics-policy	b7-politics-society	L7-1123	b79-m2		simp
L7-1518	国土	b79-m3-politics-policy					unmapped
L7-1521	果断	b79-m3-economy-finance	b7-social-behavior	L7-1129	b79-m2		simp
L7-1524	裹	b79-m3-economy-finance					unmapped
L7-1525	过半	b79-m3-economy-finance					unmapped
L7-1526	过不去	b79-m3-economy-finance					unmapped
L7-1527	过错	b79-m3-economy-finance					unmapped
L7-1528	过道	b79-m3-economy-finance					unmapped
L7-1529	过关	b79-m3-economy-finance					unmapped
L7-1530	过奖	b79-m3-economy-finance	b7-social-nuance	L7-1135	b79-m2	polite	simp
L7-1531	过节	b79-m3-economy-finance					unmapped
L7-1532	过境	b79-m3-economy-finance					unmapped
L7-1533	过滤	b79-m3-economy-finance	b7-tech-science	L7-1134	b79-m2		simp
L7-1534	过期	b79-m3-economy-finance					unmapped
L7-1536	过剩	b79-m3-economy-finance					unmapped
L7-1542	过硬	b79-m3-economy-finance					unmapped
L7-1543	过早	b79-m3-economy-finance					unmapped
L7-1544	海岸	b79-m3-economy-finance					unmapped
L7-1545	海拔	b79-m3-economy-finance	b7-nature-geography	L7-1142	b79-m2		simp
L7-1546	海滨	b79-m3-economy-finance	b7-nature-geography	L7-1143	b79-m2		simp
L7-1547	海盗	b79-m3-economy-finance					unmapped
L7-1548	海量	b79-m3-economy-finance					unmapped
L7-1550	海面	b79-m3-economy-finance	b7-nature-geography	L7-1149	b79-m2		simp
L7-1551	海内外	b79-m3-economy-finance	b7-politics-society	L7-1150	b79-m2		simp
L7-1552	海滩	b79-m3-economy-finance					unmapped
L7-1553	海峡	b79-m3-economy-finance					unmapped
L7-1554	海啸	b79-m3-economy-finance					unmapped
L7-1556	海运	b79-m3-economy-finance	b7-tech-transport	L7-1153	b79-m2		simp
L7-1559	害虫	b79-m3-economy-finance					unmapped
L7-1560	害臊	b79-m3-economy-finance					unmapped
L7-1561	害羞	b79-m3-economy-finance	b7-social-emotions	L7-1155	b79-m2		simp
