id	simp	current_unit	manifest_old_unit	manifest_new_unit	tag	resolution	old_unit_matches_current
L7-0822	非凡	b79-m2-counterargument	b79-m2-agreement-concession	b7-social-virtues	polite	simp_fallback	no
L7-0823	飞船		b79-m2-agreement-concession	b7-tech-science		id_mismatch_no_simp	no
L7-0824	飞弹		b79-m2-agreement-concession	b7-politics-military		id_mismatch_no_simp	no
L7-0825	飞快		b79-m2-agreement-concession	b7-general-formal		id_mismatch_no_simp	no
L7-0826	飞禽走兽		b79-m2-agreement-concession	b7-idioms-formal		id_mismatch_no_simp	no
L7-0827	飞速	b79-m2-counterargument	b79-m2-agreement-concession	b7-general-formal		simp_fallback	no
L7-0828	飞翔	b79-m2-counterargument	b79-m2-agreement-concession	b7-general-formal		simp_fallback	no
L7-0829	飞跃	b79-m2-counterargument	b79-m2-agreement-concession	b7-academic-logic		simp_fallback	no
L7-0830	肥胖	b79-m2-counterargument	b79-m2-agreement-concession	b7-health-medical		simp_fallback	no
L7-0831	肥沃	b79-m2-counterargument	b79-m2-agreement-concession	b7-nature-geography		simp_fallback	no
L7-0832	诽谤	b79-m2-counterargument	b79-m2-agreement-concession	b7-politics-legal		simp_fallback	no
L7-0833	废除	b79-m2-counterargument	b79-m2-agreement-concession	b7-politics-legal		simp_fallback	no
L7-0834	废话	b79-m2-counterargument	b79-m2-agreement-concession	b7-social-nuance		simp_fallback	no
L7-0835	废弃		b79-m2-agreement-concession	b7-tech-science		id_mismatch_no_simp	no
L7-0836	废寝忘食		b79-m2-agreement-concession	b7-idioms-behavior		id_mismatch_no_simp	no
L7-0837	废墟	b79-m2-counterargument	b79-m2-agreement-concession	b7-politics-society		simp_fallback	no
L7-0838	沸腾	b79-m2-counterargument	b79-m2-agreement-concession	b7-tech-science		simp_fallback	no
L7-0839	费劲	b79-m2-counterargument	b79-m2-agreement-concession	b7-social-work		simp_fallback	no
L7-0840	分辨	b79-m2-counterargument	b79-m2-agreement-concession	b7-academic-logic		simp_fallback	no
L7-0841	分辨率		b79-m2-agreement-concession	b7-tech-science		id_mismatch_no_simp	no
L7-0842	分寸	b79-m2-counterargument	b79-m2-agreement-concession	b7-social-behavior	polite	simp_fallback	no
L7-0843	分担	b79-m2-counterargument	b79-m2-agreement-concession	b7-social-work		simp_fallback	no
L7-0844	分店		b79-m2-agreement-concession	b7-finance-business		id_mismatch_no_simp	no
L7-0845	分红	b79-m2-counterargument	b79-m2-agreement-concession	b7-finance-business		simp_fallback	no
L7-0846	分级		b79-m2-agreement-concession	b7-academic-logic		id_mismatch_no_simp	no
L7-0847	分界		b79-m2-agreement-concession	b7-nature-geography		id_mismatch_no_simp	no
L7-0848	分离		b79-m2-agreement-concession	b7-tech-science		not_found	no
L7-0849	分裂		b79-m2-agreement-concession	b7-politics-society		id_mismatch_no_simp	no
L7-0850	分泌	b79-m2-counterargument	b79-m2-agreement-concession	b7-health-medical		simp_fallback	no
L7-0851	分明	b79-m2-counterargument	b79-m2-agreement-concession	b7-academic-logic		simp_fallback	no
L7-0852	分批		b79-m2-agreement-concession	b7-finance-business		id_mismatch_no_simp	no
L7-0853	分歧	b79-m2-counterargument	b79-m2-agreement-concession	b7-politics-society		simp_fallback	no
L7-0854	分散		b79-m2-agreement-concession	b7-academic-logic		id_mismatch_no_simp	no
L7-0855	分手		b79-m2-agreement-concession	b7-social-nuance		id_mismatch_no_simp	no
L7-0856	分数		b79-m2-agreement-concession	b7-academic-work		id_mismatch_no_simp	no
L7-0857	分外	b79-m2-counterargument	b79-m2-agreement-concession	b7-general-formal		simp_fallback	no
L7-0858	分享		b79-m2-agreement-concession	b7-social-culture		id_mismatch_no_simp	no
L7-0859	分业		b79-m2-agreement-concession	b7-finance-business		id_mismatch_no_simp	no
L7-0860	分子		b79-m2-agreement-concession	b7-tech-science		id_mismatch_no_simp	no
L7-0861	吩咐	b79-m2-counterargument	b79-m2-agreement-concession	b7-social-nuance	polite	simp_fallback	no
L7-0862	坟墓	b79-m2-counterargument	b79-m2-agreement-concession	b7-culture-heritage		simp_fallback	no
L7-0863	粉末		b79-m2-agreement-concession	b7-tech-science		id_mismatch_no_simp	no
L7-0864	粉碎	b79-m2-counterargument	b79-m2-agreement-concession	b7-general-formal		simp_fallback	no
L7-0865	分量	b79-m2-counterargument	b79-m2-agreement-concession	b7-academic-logic		simp_fallback	no
L7-0866	愤怒		b79-m2-agreement-concession	b7-social-emotions		id_mismatch_no_simp	no
L7-0867	丰满	b79-m2-counterargument	b79-m2-agreement-concession	b7-general-formal		simp_fallback	no
L7-0868	丰盛	b79-m2-counterargument	b79-m2-agreement-concession	b7-culture-food		simp_fallback	no
L7-0869	丰收		b79-m2-agreement-concession	b7-nature-geography		id_mismatch_no_simp	no
L7-0870	风暴		b79-m2-agreement-concession	b7-nature-geography		id_mismatch_no_simp	no
L7-0871	风度		b79-m2-agreement-concession	b7-social-behavior	polite	id_mismatch_no_simp	no
L7-0872	风光		b79-m2-agreement-concession	b7-nature-geography		id_mismatch_no_simp	no
L7-0873	风气	b79-m2-counterargument	b79-m2-agreement-concession	b7-social-culture		simp_fallback	no
L7-0874	风趣	b79-m2-counterargument	b79-m2-agreement-concession	b7-social-behavior		simp_fallback	no
L7-0875	风土人情		b79-m2-agreement-concession	b7-idioms-formal		id_mismatch_no_simp	no
L7-0876	风味	b79-m2-counterargument	b79-m2-agreement-concession	b7-culture-food		simp_fallback	no
L7-0877	封闭		b79-m2-agreement-concession	b7-politics-society		id_mismatch_no_simp	no
L7-0878	封建	b79-m2-counterargument	b79-m2-agreement-concession	b7-politics-society		simp_fallback	no
L7-0879	封锁	b79-m2-counterargument	b79-m2-agreement-concession	b7-politics-military		simp_fallback	no
L7-0880	峰会		b79-m2-agreement-concession	b7-politics-diplomacy		id_mismatch_no_simp	no
L7-0881	锋利		b79-m2-agreement-concession	b7-general-formal		id_mismatch_no_simp	no
L7-0882	疯狂		b79-m2-agreement-concession	b7-social-emotions		id_mismatch_no_simp	no
L7-0883	逢	b79-m2-counterargument	b79-m2-agreement-concession	b7-general-formal		simp_fallback	no
L7-0884	奉献		b79-m2-agreement-concession	b7-social-virtues	polite	id_mismatch_no_simp	no
L7-0885	否定		b79-m2-agreement-concession	b7-academic-logic		id_mismatch_no_simp	no
L7-0886	否决	b79-m2-counterargument	b79-m2-agreement-concession	b7-politics-legal		simp_fallback	no
L7-0887	否则		b79-m2-agreement-concession	b7-academic-logic		id_mismatch_no_simp	no
L7-0888	夫		b79-m2-agreement-concession	b7-social-culture		id_mismatch_no_simp	no
L7-0889	夫妇		b79-m2-agreement-concession	b7-social-nuance		id_mismatch_no_simp	no
L7-0890	夫人		b79-m2-agreement-concession	b7-social-nuance	polite	id_mismatch_no_simp	no
L7-0891	敷衍		b79-m2-agreement-concession	b7-social-behavior		id_mismatch_no_simp	no
L7-0892	幅度		b79-m2-agreement-concession	b7-academic-logic		id_mismatch_no_simp	no
L7-0893	辐射	b79-m2-counterargument	b79-m2-agreement-concession	b7-tech-science		simp_fallback	no
L7-0894	辅导		b79-m2-agreement-concession	b7-academic-work		id_mismatch_no_simp	no
L7-0895	辅助		b79-m2-agreement-concession	b7-academic-logic		id_mismatch_no_simp	no
L7-0896	腐败	b79-m2-counterargument	b79-m2-agreement-concession	b7-politics-society		simp_fallback	no
L7-0897	腐烂	b79-m2-counterargument	b79-m2-agreement-concession	b7-tech-science		simp_fallback	no
L7-0898	腐蚀	b79-m2-counterargument	b79-m2-agreement-concession	b7-tech-science		simp_fallback	no
L7-0899	腐朽		b79-m2-agreement-concession	b7-social-culture		id_mismatch_no_simp	no
L7-0900	抚摸	b79-m2-counterargument	b79-m2-agreement-concession	b7-social-behavior		simp_fallback	no
L7-0901	抚养		b79-m2-agreement-concession	b7-social-nuance		id_mismatch_no_simp	no
L7-0902	俯瞰		b79-m2-agreement-concession	b7-nature-geography	polite	id_mismatch_no_simp	no
L7-0903	辅助语		b79-m2-agreement-concession	b7-academic-work		id_mismatch_no_simp	no
L7-0904	附件		b79-m2-agreement-concession	b7-academic-work		id_mismatch_no_simp	no
L7-0905	附属	b79-m2-counterargument	b79-m2-agreement-concession	b7-finance-business		simp_fallback	no
L7-0906	腐化	b79-m2-counterargument	b79-m2-agreement-concession	b7-politics-society		simp_fallback	no
L7-0907	复仇		b79-m2-agreement-concession	b7-social-nuance		id_mismatch_no_simp	no
L7-0908	复合		b79-m2-agreement-concession	b7-academic-logic		id_mismatch_no_simp	no
L7-0909	复活	b79-m2-counterargument	b79-m2-agreement-concession	b7-culture-heritage		simp_fallback	no
L7-0910	复兴	b79-m2-counterargument	b79-m2-agreement-concession	b7-politics-society		simp_fallback	no
L7-0911	复印机		b79-m2-agreement-concession	b7-tech-science		id_mismatch_no_simp	no
L7-0912	副词		b79-m2-agreement-concession	b7-academic-work		id_mismatch_no_simp	no
L7-0913	副本		b79-m2-agreement-concession	b7-politics-legal		id_mismatch_no_simp	no
L7-0914	赋予		b79-m2-agreement-concession	b7-politics-society	polite	id_mismatch_no_simp	no
L7-0915	富强	b79-m2-counterargument	b79-m2-agreement-concession	b7-politics-society		simp_fallback	no
L7-0916	富饶		b79-m2-agreement-concession	b7-nature-geography		id_mismatch_no_simp	no
L7-0917	富裕	b79-m2-counterargument	b79-m2-agreement-concession	b7-finance-business		simp_fallback	no
L7-0918	腹部	b79-m2-counterargument	b79-m2-agreement-concession	b7-health-medical		simp_fallback	no
L7-0919	覆盖	b79-m2-counterargument	b79-m2-agreement-concession	b7-academic-logic		simp_fallback	no
L7-0920	改版	b79-m2-counterargument	b79-m2-agreement-concession	b7-culture-media		simp_fallback	no
L7-0921	改革		b79-m2-agreement-concession	b7-politics-society		id_mismatch_no_simp	no
L7-0922	改观		b79-m2-agreement-concession	b7-academic-logic		id_mismatch_no_simp	no
L7-0923	改良	b79-m2-counterargument	b79-m2-agreement-concession	b7-tech-science		simp_fallback	no
L7-0924	改选		b79-m2-agreement-concession	b7-politics-diplomacy		id_mismatch_no_simp	no
L7-0925	改造		b79-m2-agreement-concession	b7-tech-infrastructure		id_mismatch_no_simp	no
L7-0926	钙	b79-m2-counterargument	b79-m2-agreement-concession	b7-health-medical		simp_fallback	no
L7-0927	盖章		b79-m2-agreement-concession	b7-finance-business	polite	id_mismatch_no_simp	no
L7-0928	概括		b79-m2-agreement-concession	b7-academic-logic		id_mismatch_no_simp	no
L7-0929	概率	b79-m2-counterargument	b79-m2-agreement-concession	b7-academic-logic		simp_fallback	no
L7-0930	概念		b79-m2-agreement-concession	b7-academic-logic		id_mismatch_no_simp	no
L7-0931	干杯		b79-m2-agreement-concession	b7-social-culture	polite	id_mismatch_no_simp	no
L7-0932	干扰		b79-m2-agreement-concession	b7-tech-science		id_mismatch_no_simp	no
L7-0933	干涉		b79-m2-agreement-concession	b7-politics-diplomacy		id_mismatch_no_simp	no
L7-0934	干预		b79-m2-agreement-concession	b7-politics-society		id_mismatch_no_simp	no
L7-0935	干旱	b79-m2-counterargument	b79-m2-agreement-concession	b7-nature-geography		simp_fallback	no
L7-0936	甘心	b79-m2-counterargument	b79-m2-agreement-concession	b7-social-emotions		simp_fallback	no
L7-0937	尴尬	b79-m2-counterargument	b79-m2-agreement-concession	b7-social-nuance		simp_fallback	no
L7-0938	杆		b79-m2-agreement-concession	b7-general-formal		id_mismatch_no_simp	no
L7-0939	敢于		b79-m2-agreement-concession	b7-social-virtues		id_mismatch_no_simp	no
L7-0940	感化		b79-m2-agreement-concession	b7-social-nuance		id_mismatch_no_simp	no
L7-0941	感慨	b79-m2-counterargument	b79-m2-agreement-concession	b7-social-emotions		simp_fallback	no
L7-0942	感染	b79-m2-counterargument	b79-m2-agreement-concession	b7-health-medical		simp_fallback	no
L7-0943	感叹	b79-m2-counterargument	b79-m2-agreement-concession	b7-academic-work		simp_fallback	no
L7-0944	感性		b79-m2-agreement-concession	b7-academic-logic		id_mismatch_no_simp	no
L7-0945	赶工		b79-m2-agreement-concession	b7-social-work		id_mismatch_no_simp	no
L7-0946	赶忙		b79-m2-agreement-concession	b7-general-formal		id_mismatch_no_simp	no
L7-0947	赶趟儿		b79-m2-agreement-concession	b7-social-culture		id_mismatch_no_simp	no
L7-0948	纲领		b79-m2-agreement-concession	b7-politics-society		id_mismatch_no_simp	no
L7-0949	岗位		b79-m2-agreement-concession	b7-social-work		id_mismatch_no_simp	no
L7-0950	港湾		b79-m2-agreement-concession	b7-nature-geography		id_mismatch_no_simp	no
L7-0951	港口		b79-m2	b7-tech-transport		id_mismatch_no_simp	no
L7-0952	杠杆		b79-m2	b7-finance-business		id_mismatch_no_simp	no
L7-0953	高超	b79-m2-counterargument	b79-m2	b7-social-virtues	polite	simp_fallback	no
L7-0954	高潮		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-0955	高峰		b79-m2	b7-general-formal		id_mismatch_no_simp	no
L7-0956	高级		b79-m2	b7-general-formal		not_found	no
L7-0957	高考		b79-m2	b7-academic-work		id_mismatch_no_simp	no
L7-0958	高明	b79-m2-counterargument	b79-m2	b7-social-virtues	polite	simp_fallback	no
L7-0959	高尚		b79-m2	b7-social-virtues	polite	id_mismatch_no_simp	no
L7-0960	高手		b79-m2	b7-social-work		id_mismatch_no_simp	no
L7-0961	高速		b79-m2	b7-tech-transport		id_mismatch_no_simp	no
L7-0962	高压	b79-m2-counterargument	b79-m2	b7-tech-science		simp_fallback	no
L7-0963	高原		b79-m2	b7-nature-geography		id_mismatch_no_simp	no
L7-0964	稿件		b79-m2	b7-culture-media		id_mismatch_no_simp	no
L7-0965	告辞	b79-m2-counterargument	b79-m2	b7-social-nuance	polite	simp_fallback	no
L7-0966	告诫	b79-m2-counterargument	b79-m2	b7-social-nuance		simp_fallback	no
L7-0967	告示	b79-m2-counterargument	b79-m2	b7-culture-media		simp_fallback	no
L7-0968	戈壁	b79-m2-counterargument	b79-m2	b7-nature-geography		simp_fallback	no
L7-0969	疙瘩		b79-m2	b7-social-emotions		id_mismatch_no_simp	no
L7-0970	鸽子		b79-m2	b7-nature-fauna		id_mismatch_no_simp	no
L7-0971	各抒己见		b79-m2	b7-idioms-formal		id_mismatch_no_simp	no
L7-0972	各位		b79-m2	b7-social-nuance	polite	id_mismatch_no_simp	no
L7-0973	各行各业		b79-m2	b7-idioms-formal		id_mismatch_no_simp	no
L7-0974	各自		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-0975	根源	b79-m3-politics-policy	b79-m2	b7-academic-logic		simp_fallback	no
L7-0976	跟前		b79-m2	b7-general-formal		id_mismatch_no_simp	no
L7-0977	跟随		b79-m2	b7-general-formal		id_mismatch_no_simp	no
L7-0978	更改	b79-m3-politics-policy	b79-m2	b7-general-formal		simp_fallback	no
L7-0979	更迭		b79-m2	b7-politics-society		id_mismatch_no_simp	no
L7-0980	更正		b79-m2	b7-academic-work	polite	id_mismatch_no_simp	no
L7-0981	公安		b79-m2	b7-politics-legal		id_mismatch_no_simp	no
L7-0982	公道	b79-m3-politics-policy	b79-m2	b7-social-virtues		simp_fallback	no
L7-0983	公告		b79-m2	b7-politics-society		id_mismatch_no_simp	no
L7-0984	公关	b79-m3-politics-policy	b79-m2	b7-finance-business		simp_fallback	no
L7-0985	公开		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-0986	公款	b79-m3-politics-policy	b79-m2	b7-politics-finance		simp_fallback	no
L7-0987	公路		b79-m2	b7-tech-transport		id_mismatch_no_simp	no
L7-0988	公民		b79-m2	b7-politics-society		id_mismatch_no_simp	no
L7-0989	公认		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-0990	公式		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-0991	公务	b79-m3-politics-policy	b79-m2	b7-politics-society		simp_fallback	no
L7-0992	公演		b79-m2	b7-culture-arts		id_mismatch_no_simp	no
L7-0993	公益	b79-m3-politics-policy	b79-m2	b7-social-culture		simp_fallback	no
L7-0994	公用	b79-m3-politics-policy	b79-m2	b7-general-formal		simp_fallback	no
L7-0995	公元		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-0996	公约	b79-m3-politics-policy	b79-m2	b7-politics-diplomacy		simp_fallback	no
L7-0997	公证	b79-m3-politics-policy	b79-m2	b7-politics-legal		simp_fallback	no
L7-0998	公主		b79-m2	b7-culture-heritage		id_mismatch_no_simp	no
L7-0999	功率	b79-m3-politics-policy	b79-m2	b7-tech-science		simp_fallback	no
L7-1000	功劳	b79-m3-politics-policy	b79-m2	b7-social-work	polite	simp_fallback	no
L7-1001	功能		b79-m2	b7-tech-science		id_mismatch_no_simp	no
L7-1002	功效	b79-m3-politics-policy	b79-m2	b7-health-medical		simp_fallback	no
L7-1003	攻克		b79-m2	b7-tech-science		id_mismatch_no_simp	no
L7-1004	攻击		b79-m2	b7-politics-military		id_mismatch_no_simp	no
L7-1005	供不应求		b79-m2	b7-idioms-formal		id_mismatch_no_simp	no
L7-1006	供求	b79-m3-politics-policy	b79-m2	b7-finance-business		simp_fallback	no
L7-1007	供给		b79-m2	b7-finance-business		id_mismatch_no_simp	no
L7-1008	宫殿	b79-m3-politics-policy	b79-m2	b7-culture-heritage		simp_fallback	no
L7-1009	恭敬		b79-m2	b7-social-behavior	polite	not_found	no
L7-1010	恭喜	b79-m3-politics-policy	b79-m2	b7-social-nuance	polite	simp_fallback	no
L7-1011	巩固		b79-m2	b7-politics-society		id_mismatch_no_simp	no
L7-1012	共存		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-1013	共计		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-1014	共鸣	b79-m3-politics-policy	b79-m2	b7-social-emotions		simp_fallback	no
L7-1015	共同点		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-1016	贡献		b79-m2	b7-social-virtues	polite	id_mismatch_no_simp	no
L7-1017	勾结	b79-m3-politics-policy	b79-m2	b7-politics-society		simp_fallback	no
L7-1018	钩子	b79-m3-politics-policy	b79-m2	b7-general-formal		simp_fallback	no
L7-1019	沟通		b79-m2	b7-social-nuance		id_mismatch_no_simp	no
L7-1020	苟且		b79-m2	b7-social-behavior		id_mismatch_no_simp	no
L7-1021	构成		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-1022	构思		b79-m2	b7-culture-arts		id_mismatch_no_simp	no
L7-1023	构想		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-1024	构造		b79-m2	b7-tech-science		id_mismatch_no_simp	no
L7-1025	姑且		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-1026	孤独		b79-m2	b7-social-emotions		id_mismatch_no_simp	no
L7-1027	孤儿		b79-m2	b7-social-culture		id_mismatch_no_simp	no
L7-1028	孤立		b79-m2	b7-politics-society		id_mismatch_no_simp	no
L7-1029	孤掌难鸣		b79-m2	b7-idioms-formal		id_mismatch_no_simp	no
L7-1030	辜负	b79-m3-politics-policy	b79-m2	b7-social-emotions		simp_fallback	no
L7-1031	古板		b79-m2	b7-social-behavior		id_mismatch_no_simp	no
L7-1032	古代		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-1033	古典		b79-m2	b7-culture-arts		id_mismatch_no_simp	no
L7-1034	古怪	b79-m3-politics-policy	b79-m2	b7-social-behavior		simp_fallback	no
L7-1035	古籍		b79-m2	b7-culture-heritage		id_mismatch_no_simp	no
L7-1036	古老		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-1037	古玩		b79-m2	b7-culture-heritage		id_mismatch_no_simp	no
L7-1038	鼓动	b79-m3-politics-policy	b79-m2	b7-politics-society		simp_fallback	no
L7-1039	鼓舞	b79-m3-politics-policy	b79-m2	b7-social-emotions		simp_fallback	no
L7-1040	股本		b79-m2	b7-finance-business		id_mismatch_no_simp	no
L7-1041	股份	b79-m3-politics-policy	b79-m2	b7-finance-business		simp_fallback	no
L7-1042	股市	b79-m3-politics-policy	b79-m2	b7-finance-business		simp_fallback	no
L7-1043	骨干	b79-m3-politics-policy	b79-m2	b7-social-work		simp_fallback	no
L7-1044	骨骼		b79-m2	b7-health-medical		id_mismatch_no_simp	no
L7-1045	骨头		b79-m2	b7-health-medical		id_mismatch_no_simp	no
L7-1046	谷物		b79-m2	b7-nature-geography		id_mismatch_no_simp	no
L7-1047	股掌之间		b79-m2	b7-idioms-nuance		id_mismatch_no_simp	no
L7-1048	固定		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-1049	固然		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-1050	固体		b79-m2	b7-tech-science		id_mismatch_no_simp	no
L7-1051	固有		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-1052	固执		b79-m2	b7-social-behavior		id_mismatch_no_simp	no
L7-1053	故居		b79-m2	b7-culture-heritage		id_mismatch_no_simp	no
L7-1054	故障		b79-m2	b7-tech-science		id_mismatch_no_simp	no
L7-1055	顾及	b79-m3-politics-policy	b79-m2	b7-social-nuance	polite	simp_fallback	no
L7-1056	顾问		b79-m2	b7-finance-business	polite	id_mismatch_no_simp	no
L7-1057	雇佣	b79-m3-politics-policy	b79-m2	b7-finance-business		simp_fallback	no
L7-1058	瓜分	b79-m3-politics-policy	b79-m2	b7-politics-society		simp_fallback	no
L7-1059	挂钩	b79-m3-politics-policy	b79-m2	b7-finance-business		simp_fallback	no
L7-1060	乖	b79-m3-politics-policy	b79-m2	b7-social-behavior		simp_fallback	no
L7-1061	拐杖	b79-m3-politics-policy	b79-m2	b7-health-medical		simp_fallback	no
L7-1062	怪不得	b79-m3-politics-policy	b79-m2	b7-academic-logic		simp_fallback	no
L7-1063	怪诞		b79-m2	b7-culture-arts		id_mismatch_no_simp	no
L7-1064	关怀		b79-m2	b7-social-emotions	polite	id_mismatch_no_simp	no
L7-1065	关卡		b79-m2	b7-politics-geography		id_mismatch_no_simp	no
L7-1066	关键		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-1067	关联		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-1068	关税	b79-m3-politics-policy	b79-m2	b7-politics-finance		simp_fallback	no
L7-1069	关照		b79-m2	b7-social-nuance	polite	id_mismatch_no_simp	no
L7-1070	观光		b79-m2	b7-culture-social		id_mismatch_no_simp	no
L7-1071	观看		b79-m2	b7-general-formal		id_mismatch_no_simp	no
L7-1072	观摩		b79-m2	b7-academic-work	polite	id_mismatch_no_simp	no
L7-1073	观念		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-1074	观测	b79-m3-politics-policy	b79-m2	b7-tech-science		simp_fallback	no
L7-1075	观察		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-1076	官兵	b79-m3-politics-policy	b79-m2	b7-politics-military		simp_fallback	no
L7-1077	官方		b79-m2	b7-politics-society		id_mismatch_no_simp	no
L7-1078	官僚	b79-m3-politics-policy	b79-m2	b7-politics-society		simp_fallback	no
L7-1079	官员	b79-m3-politics-policy	b79-m2	b7-politics-society		simp_fallback	no
L7-1080	管辖	b79-m3-politics-policy	b79-m2	b7-politics-legal		simp_fallback	no
L7-1081	惯例	b79-m3-politics-policy	b79-m2	b7-academic-logic		simp_fallback	no
L7-1082	灌溉	b79-m3-politics-policy	b79-m2	b7-tech-infrastructure		simp_fallback	no
L7-1083	罐头	b79-m3-politics-policy	b79-m2	b7-general-formal		simp_fallback	no
L7-1084	光彩		b79-m2	b7-general-formal		id_mismatch_no_simp	no
L7-1085	光辉		b79-m2	b7-social-virtues		id_mismatch_no_simp	no
L7-1086	光芒	b79-m3-politics-policy	b79-m2	b7-nature-geography		simp_fallback	no
L7-1087	光荣		b79-m2	b7-social-virtues	polite	id_mismatch_no_simp	no
L7-1088	光纤		b79-m2	b7-tech-science		id_mismatch_no_simp	no
L7-1089	光泽	b79-m3-politics-policy	b79-m2	b7-general-formal		simp_fallback	no
L7-1090	广阔		b79-m2	b7-nature-geography		not_found	no
L7-1091	广泛		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-1092	逛		b79-m2	b7-culture-social		id_mismatch_no_simp	no
L7-1093	规定		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-1094	规范		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-1095	规格	b79-m3-politics-policy	b79-m2	b7-tech-science		simp_fallback	no
L7-1096	规划		b79-m2	b7-finance-business		id_mismatch_no_simp	no
L7-1097	规矩		b79-m2	b7-social-culture		id_mismatch_no_simp	no
L7-1098	规律		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-1099	规模		b79-m2	b7-finance-business		id_mismatch_no_simp	no
L7-1100	规章		b79-m2	b7-politics-legal		id_mismatch_no_simp	no
L7-1101	归还	b79-m3-politics-policy	b79-m2	b7-social-nuance	polite	simp_fallback	no
L7-1102	归结	b79-m3-politics-policy	b79-m2	b7-academic-logic		simp_fallback	no
L7-1103	归劳		b79-m2	b7-social-nuance		id_mismatch_no_simp	no
L7-1104	归纳	b79-m3-politics-policy	b79-m2	b7-academic-logic		simp_fallback	no
L7-1105	归宿		b79-m2	b7-social-emotions		id_mismatch_no_simp	no
L7-1106	轨迹		b79-m2	b7-tech-science		id_mismatch_no_simp	no
L7-1107	轨道		b79-m2	b7-tech-transport		id_mismatch_no_simp	no
L7-1108	柜台		b79-m2	b7-finance-business		id_mismatch_no_simp	no
L7-1109	贵宾	b79-m3-politics-policy	b79-m2	b7-social-nuance	polite	simp_fallback	no
L7-1110	贵族		b79-m2	b7-politics-society		id_mismatch_no_simp	no
L7-1111	刽子手		b79-m2	b7-social-nuance		id_mismatch_no_simp	no
L7-1112	滚		b79-m2	b7-general-formal		not_found	no
L7-1113	棍子	b79-m3-politics-policy	b79-m2	b7-general-formal		simp_fallback	no
L7-1114	国安		b79-m2	b7-politics-society		id_mismatch_no_simp	no
L7-1115	国策		b79-m2	b7-politics-society		id_mismatch_no_simp	no
L7-1116	国防	b79-m3-politics-policy	b79-m2	b7-politics-military		simp_fallback	no
L7-1117	国徽	b79-m3-politics-policy	b79-m2	b7-politics-society		simp_fallback	no
L7-1118	国籍		b79-m2	b7-politics-society		id_mismatch_no_simp	no
L7-1119	国家级		b79-m2	b7-politics-society		id_mismatch_no_simp	no
L7-1120	国库		b79-m2	b7-politics-finance		id_mismatch_no_simp	no
L7-1121	国旗		b79-m2	b7-politics-society		id_mismatch_no_simp	no
L7-1122	国庆		b79-m2	b7-culture-holidays		id_mismatch_no_simp	no
L7-1123	国情	b79-m3-politics-policy	b79-m2	b7-politics-society		simp_fallback	no
L7-1124	国容		b79-m2	b7-politics-society		id_mismatch_no_simp	no
L7-1125	国外		b79-m2	b7-politics-society		id_mismatch_no_simp	no
L7-1126	国务院		b79-m2	b7-politics-society		id_mismatch_no_simp	no
L7-1127	国宴		b79-m2	b7-politics-diplomacy	polite	id_mismatch_no_simp	no
L7-1128	国有		b79-m2	b7-finance-business		id_mismatch_no_simp	no
L7-1129	果断	b79-m3-economy-finance	b79-m2	b7-social-behavior		simp_fallback	no
L7-1130	果实		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-1131	果真		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-1132	过度		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-1133	过渡		b79-m2	b7-academic-logic		id_mismatch_no_simp	no
L7-1134	过滤	b79-m3-economy-finance	b79-m2	b7-tech-science		simp_fallback	no
L7-1135	过奖	b79-m3-economy-finance	b79-m2	b7-social-nuance	polite	simp_fallback	no
L7-1136	过目		b79-m2	b7-social-nuance	polite	id_mismatch_no_simp	no
L7-1137	过失		b79-m2	b7-politics-legal		id_mismatch_no_simp	no
L7-1138	过问		b79-m2	b7-social-work		id_mismatch_no_simp	no
L7-1139	过瘾		b79-m2	b7-social-emotions		id_mismatch_no_simp	no
